upper,COUNTY,INDEXYEAR,LOCATION,POPULATION,TOTAL,RATE,VTOTAL,VRATE,MURDER,RAPE,ROBBERY,ASSAULT,PTOTAL,PRATE,ARSON,BURGLARY,THEFT,MVTHEFT
PIERCE,Pierce,1999,Puyallup Police Department,30740,3009,97.9,106,3.4,0,6,41,59,2903,94,12,369,2174,348
PIERCE,Pierce,2000,Puyallup Police Department,30940,3293,106.4,90,2.9,0,10,32,48,3203,104,20,339,2419,425
PIERCE,Pierce,2001,Puyallup Police Department,33900,3125,92.2,75,2.2,1,9,33,32,3050,90,6,257,2315,472
PIERCE,Pierce,2002,Puyallup Police Department,34920,2791,79.9,82,2.3,0,20,27,35,2709,78,15,262,2022,410
PIERCE,Pierce,2003,Puyallup Police Department,35490,2739,77.2,106,3,0,15,35,56,2633,74,11,297,1919,406
PIERCE,Pierce,2004,Puyallup Police Department,35690,2744,76.9,140,3.9,0,17,44,79,2604,73,0,334,1909,361
PIERCE,Pierce,2005,Puyallup Police Department,35830,3324,92.8,128,3.6,0,17,39,72,3196,89,8,362,2288,538
PIERCE,Pierce,2006,Puyallup Police Department,36360,3055,84,102,2.8,1,14,41,46,2953,81,15,389,2053,496
PIERCE,Pierce,2007,Puyallup Police Department,36790,3188,86.7,136,3.7,1,15,53,67,3052,83,15,381,2166,490
PIERCE,Pierce,2008,Puyallup Police Department,36930,2805,76,153,4.1,0,18,50,85,2652,72,19,296,1938,399
PIERCE,Pierce,2009,Puyallup Police Department,38690,3163,81.8,151,3.9,0,20,50,81,3012,78,15,422,2259,316
PIERCE,Pierce,2010,Puyallup Police Department,38900,2649,68.1,117,3,1,17,53,46,2532,65,11,398,1840,283
PIERCE,Pierce,2011,Puyallup Police Department,37240,2756,74,106,2.8,0,12,42,52,2650,71,9,345,2036,260
PIERCE,Pierce,2000,Roy Police Department,370,6,16.2,4,10.8,0,0,0,4,2,5,0,2,0,0
PIERCE,Pierce,2001,Roy Police Department,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIERCE,Pierce,2003,Roy Police Department,870,11,12.6,0,0,0,0,0,0,11,13,0,5,6,0
PIERCE,Pierce,2004,Roy Police Department,865,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIERCE,Pierce,2006,Roy Police Department,875,6,6.9,1,1.1,0,0,0,1,5,6,1,4,0,0
PIERCE,Pierce,2007,Roy Police Department,870,10,11.5,3,3.4,0,0,0,3,7,8,2,1,3,1
PIERCE,Pierce,2008,Roy Police Department,875,32,36.6,9,10.3,0,1,0,8,23,26,1,3,17,2
PIERCE,Pierce,2009,Roy Police Department,870,27,31,3,3.4,0,0,0,3,24,28,0,6,15,3
PIERCE,Pierce,2010,Roy Police Department,860,19,22.1,3,3.5,0,0,0,3,16,19,0,5,10,1
PIERCE,Pierce,2011,Roy Police Department,795,28,35.2,2,2.5,0,0,1,1,26,33,0,7,18,1
PIERCE,Pierce,1994,Ruston Police Department,705,44,62.4,2,2.8,0,0,0,2,42,60,1,11,23,7
PIERCE,Pierce,1995,Ruston Police Department,720,29,40.3,0,0,0,0,0,0,29,40,1,9,18,1
PIERCE,Pierce,1996,Ruston Police Department,735,48,65.3,11,15,0,2,5,4,37,50,1,9,24,3
PIERCE,Pierce,1997,Ruston Police Department,740,21,28.4,2,2.7,0,0,1,1,19,26,0,5,13,1
PIERCE,Pierce,1998,Ruston Police Department,745,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIERCE,Pierce,2000,Ruston Police Department,755,44,58.3,7,9.3,0,2,0,5,37,49,0,8,28,1
PIERCE,Pierce,2001,Ruston Police Department,740,23,31.1,1,1.4,0,1,0,0,22,30,0,4,17,1
PIERCE,Pierce,2002,Ruston Police Department,740,22,29.7,3,4.1,0,1,0,2,19,26,0,5,13,1
PIERCE,Pierce,2003,Ruston Police Department,745,35,47,5,6.7,0,0,0,5,30,40,3,12,9,6
PIERCE,Pierce,2004,Ruston Police Department,745,27,36.2,0,0,0,0,0,0,27,36,0,9,15,3
PIERCE,Pierce,2005,Ruston Police Department,745,18,24.2,0,0,0,0,0,0,18,24,0,1,14,3
PIERCE,Pierce,2006,Ruston Police Department,740,18,24.3,2,2.7,0,0,2,0,16,22,0,4,9,3
PIERCE,Pierce,2007,Ruston Police Department,750,16,21.3,8,10.7,0,0,1,7,8,11,1,5,2,0
PIERCE,Pierce,2008,Ruston Police Department,755,34,45,2,2.6,0,0,1,1,32,42,1,10,15,6
PIERCE,Pierce,2009,Ruston Police Department,765,41,53.6,8,10.5,0,1,2,5,33,43,0,5,23,5
PIERCE,Pierce,2010,Ruston Police Department,765,35,45.8,2,2.6,0,0,1,1,33,43,0,11,20,2
PIERCE,Pierce,2011,Ruston Police Department,750,37,49.3,4,5.3,0,0,1,3,33,44,1,9,20,3
PIERCE,Pierce,1994,Steilacoom Police Department,6065,176,29,30,4.9,0,5,0,25,146,24,0,17,115,14
PIERCE,Pierce,1995,Steilacoom Police Department,6120,177,28.9,24,3.9,0,1,0,23,153,25,2,30,104,17
PIERCE,Pierce,1996,Steilacoom Police Department,6135,171,27.9,11,1.8,0,3,2,6,160,26,2,30,113,15
PIERCE,Pierce,1997,Steilacoom Police Department,6185,30,4.9,3,0.5,0,0,0,3,27,4,0,0,26,1
PIERCE,Pierce,1998,Steilacoom Police Department,6185,114,18.4,10,1.6,0,2,1,7,104,17,2,15,82,5
PIERCE,Pierce,1999,Steilacoom Police Department,6240,116,18.6,8,1.3,0,4,0,4,108,17,0,12,83,13
PIERCE,Pierce,2000,Steilacoom Police Department,6250,127,20.3,15,2.4,0,4,2,9,112,18,1,16,86,9
PIERCE,Pierce,2001,Steilacoom Police Department,6085,158,26,20,3.3,0,5,3,12,138,23,0,28,101,9
